date,action,ticker,name,reason
2021-05-17,removed,AEGN,Aegion Corp.,AEGN was acquired by New Mountain Capital . AVNS was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 193 ]
2021-05-17,added,AVNS,Avanos Medical,AEGN was acquired by New Mountain Capital . AVNS was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 193 ]
2021-05-27,removed,CUB,Cubic Corporation,JYNT replaced CUB after it was acquired by Veritas Capital . [ 192 ]
2021-05-27,added,JYNT,The Joint Corp.,JYNT replaced CUB after it was acquired by Veritas Capital . [ 192 ]
2021-06-02,removed,CROX,"Crocs, Inc.",ORGO replaced CROX which replaced Cantel Medical Corporation in the S&P 400 after it was acquired by Steris plc. [ 191 ]
2021-06-02,added,ORGO,Organogenesis Holdings Inc.,ORGO replaced CROX which replaced Cantel Medical Corporation in the S&P 400 after it was acquired by Steris plc. [ 191 ]
2021-06-04,removed,LCI,"Lannett Company, Inc.",SVC moved down from the S&P 400 and replaced LCI which was no longer representative of the small-cap market space. [ 190 ]
2021-06-04,added,SVC,Service Properties Trust,SVC moved down from the S&P 400 and replaced LCI which was no longer representative of the small-cap market space. [ 190 ]
2021-06-10,removed,CTB,Cooper Tire & Rubber Company,SLQT replaced CTB after it was acquired by Goodyear Tire and Rubber Company . [ 189 ]
2021-06-10,added,SLQT,"SelectQuote, Inc.",SLQT replaced CTB after it was acquired by Goodyear Tire and Rubber Company . [ 189 ]
2021-06-15,removed,ELY,Callaway Golf Company,AMEH replaced ELY which replaced Grubhub in the S&P 400 after it was acquired by Just Eat Takeaway . [ 188 ]
2021-06-15,added,AMEH,"Apollo Medical Holdings, Inc.",AMEH replaced ELY which replaced Grubhub in the S&P 400 after it was acquired by Just Eat Takeaway . [ 188 ]
2021-06-22,removed,CATM,Cardtronics,TWO replaced CATM after it was acquired by NCR Corporation . [ 187 ]
2021-06-22,added,TWO,Two Harbors Investment Corp.,TWO replaced CATM after it was acquired by NCR Corporation . [ 187 ]
2021-06-26,removed,PLT,,"derived from wiki revision diff (rev 1030576925 @ 2021-06-26, prev 2021-05-27)"
2021-06-26,added,POLY,,"derived from wiki revision diff (rev 1030576925 @ 2021-06-26, prev 2021-05-27)"
2021-07-07,removed,BPFH,Boston Private Financial Holdings,ATGE moved down from the S&P 400 and replaced BPFH which was acquired by SVB Financial Group . [ 186 ]
2021-07-07,added,ATGE,Adtalem Global Education,ATGE moved down from the S&P 400 and replaced BPFH which was acquired by SVB Financial Group . [ 186 ]
2021-07-15,removed,LMNX,Luminex Corporation,MSEX replaced LMNX after it was acquired by DiaSorin . [ 185 ]
2021-07-15,removed,TPRE,,"derived from wiki revision diff (rev 1033750783 @ 2021-07-15, prev 2021-06-26)"
2021-07-15,added,MSEX,Middlesex Water Company,MSEX replaced LMNX after it was acquired by DiaSorin . [ 185 ]
2021-07-15,added,SPNT,,"derived from wiki revision diff (rev 1033750783 @ 2021-07-15, prev 2021-06-26)"
2021-08-03,removed,BELFB,"Bel Fuse, Inc.",STRA moved down from the S&P 400 and replaced BELFB which was no longer representative of the small-cap market space. [ 184 ]
2021-08-03,added,STRA,"Strategic Education, Inc.",STRA moved down from the S&P 400 and replaced BELFB which was no longer representative of the small-cap market space. [ 184 ]
2021-08-04,removed,GME,GameStop Corp.,LKFN replaced GME which replaced Weingarten Realty Investors in the S&P 400 after it was acquired by Kimco Realty . [ 184 ]
2021-08-04,removed,SPOK,"Spok Holdings, Inc.",INT moved down from the S&P 400 and replaced SPOK which was no longer representative of the small-cap market space. [ 184 ]
2021-08-04,added,INT,World Fuel Services,INT moved down from the S&P 400 and replaced SPOK which was no longer representative of the small-cap market space. [ 184 ]
2021-08-04,added,LKFN,Lakeland Financial Corp.,LKFN replaced GME which replaced Weingarten Realty Investors in the S&P 400 after it was acquired by Kimco Realty . [ 184 ]
2021-08-17,removed,ETH,,"derived from wiki revision diff (rev 1039175407 @ 2021-08-17, prev 2021-07-15)"
2021-08-17,added,ETD,,"derived from wiki revision diff (rev 1039175407 @ 2021-08-17, prev 2021-07-15)"
2021-08-30,removed,SAIA,"Saia, Inc.",BLFS replaced SAIA which replaced Bio-Techne in the S&P 400 after it was moved to the S&P 500. [ 183 ]
2021-08-30,removed,SYKE,Sykes Enterprises,SYKE was acquired by Sitel Group . TRMK was moved from the S&P 400 to replace it as it was more representative of the small-cap market space. [ 183 ]
2021-08-30,removed,USCR,U.S. Concrete,USCR was acquired by Vulcan Materials Company . CNK was moved from the S&P 400 to replace it as it was more representative of the small-cap market space. [ 183 ]
2021-08-30,added,BLFS,BioLife Solutions,BLFS replaced SAIA which replaced Bio-Techne in the S&P 400 after it was moved to the S&P 500. [ 183 ]
2021-08-30,added,CNK,Cinemark Holdings,USCR was acquired by Vulcan Materials Company . CNK was moved from the S&P 400 to replace it as it was more representative of the small-cap market space. [ 183 ]
2021-08-30,added,TRMK,Trustmark Corp.,SYKE was acquired by Sitel Group . TRMK was moved from the S&P 400 to replace it as it was more representative of the small-cap market space. [ 183 ]
2021-09-03,removed,CORE,"Core-Mark Holding Company, Inc.",CORE was acquired by Performance Food Group. THS was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 182 ]
2021-09-03,added,THS,TreeHouse Foods,CORE was acquired by Performance Food Group. THS was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 182 ]
2021-09-07,removed,CBB,Cincinnati Bell,CBB was acquired by Macquarie Infrastructure and Real Assets . LGND was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 182 ]
2021-09-07,added,LGND,Ligand Pharmaceuticals,CBB was acquired by Macquarie Infrastructure and Real Assets . LGND was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 182 ]
2021-09-20,removed,MSTR,"MicroStrategy, Inc.",HCSG moved down from the S&P 400 and replaced MSTR which was no longer representative of the small-cap market space. [ 181 ]
2021-09-20,removed,TISI,"Team, Inc",WW moved down from the S&P 400 and replaced TISI which was no longer representative of the small-cap market space. [ 181 ]
2021-09-20,removed,UIHC,United Insurance Holdings Corp.,QURE replaced UIHC which was no longer representative of the small-cap market space. [ 181 ]
2021-09-20,added,HCSG,"Healthcare Services Group, Inc.",HCSG moved down from the S&P 400 and replaced MSTR which was no longer representative of the small-cap market space. [ 181 ]
2021-09-20,added,QURE,uniQure N.V.,QURE replaced UIHC which was no longer representative of the small-cap market space. [ 181 ]
2021-09-20,added,WW,WW International,WW moved down from the S&P 400 and replaced TISI which was no longer representative of the small-cap market space. [ 181 ]
2021-10-04,removed,LDL,"Lydall, Inc.",OPRX replaced LDL after it was acquired by Clearlake Capital . [ 179 ]
2021-10-04,removed,STMP,"Stamps.com, Inc.",SLVM was spun off from S&P 500 constituent International Paper and moved down to replace STMP which was acquired by Thoma Bravo . [ 180 ]
2021-10-04,added,OPRX,OptimizeRx Corp.,OPRX replaced LDL after it was acquired by Clearlake Capital . [ 179 ]
2021-10-04,added,SLVM,Sylvamo,SLVM was spun off from S&P 500 constituent International Paper and moved down to replace STMP which was acquired by Thoma Bravo . [ 180 ]
2021-10-11,removed,RGS,Regis Corporation,"CCSI was spun off from S&P 400 constituent J2 Global and moved down to replace RGS which was no longer representative of the small-cap market space. Post spin-off, J2 Global will remain in the S&P MidCap 400 and will change its name to Ziff Davis, Inc. [ 178 ]"
2021-10-11,added,CCSI,Consensus Cloud Solutions,"CCSI was spun off from S&P 400 constituent J2 Global and moved down to replace RGS which was no longer representative of the small-cap market space. Post spin-off, J2 Global will remain in the S&P MidCap 400 and will change its name to Ziff Davis, Inc. [ 178 ]"
2021-10-19,removed,CMO,Capstead Mortgage Corporation,"After the close of trading on October 18, 2021, CMO ceased to be publicly traded on the New York Stock Exchange . At the open of trading on October 19, 2021, the combined company will trade on the NYSE under the ticker symbol FBRT. [ 177 ]"
2021-10-19,added,FBRT,"Franklin BSP Realty Trust, Inc.","After the close of trading on October 18, 2021, CMO ceased to be publicly traded on the New York Stock Exchange . At the open of trading on October 19, 2021, the combined company will trade on the NYSE under the ticker symbol FBRT. [ 177 ]"
2021-10-22,removed,KRG,Kite Realty Group Trust,TREE moved down from the S&P 400 and swapped places with KRG which moved up. TREE has a market capitalization that is more representative of the small-cap market space. [ 176 ]
2021-10-22,removed,RPAI,Retail Properties of America,HRMY replaced RPAI after it was acquired by Kite Realty Group Trust. [ 176 ]
2021-10-22,added,HRMY,Harmony Biosciences,HRMY replaced RPAI after it was acquired by Kite Realty Group Trust. [ 176 ]
2021-10-22,added,TREE,LendingTree,TREE moved down from the S&P 400 and swapped places with KRG which moved up. TREE has a market capitalization that is more representative of the small-cap market space. [ 176 ]
2021-10-29,removed,CADE,Cadence Bank,CDMO replaced CADE after it was acquired by BancorpSouth . [ 175 ]
2021-10-29,added,CDMO,Avid Biosciences,CDMO replaced CADE after it was acquired by BancorpSouth . [ 175 ]
2021-11-05,removed,IVC,Invacare Corporation,NTCT moved down from the S&P 400 and replaced IVC which was no longer representative of the small-cap market space. [ 174 ]
2021-11-05,added,NTCT,NetScout Systems,NTCT moved down from the S&P 400 and replaced IVC which was no longer representative of the small-cap market space. [ 174 ]
2021-11-09,removed,AAOI,Applied Optoelectronics,LYLT was spun off from Alliance Data and moved down to replace AAOI which was no longer representative of the small-cap market space. [ 173 ]
2021-11-09,added,LYLT,Loyalty Ventures,LYLT was spun off from Alliance Data and moved down to replace AAOI which was no longer representative of the small-cap market space. [ 173 ]
2021-11-16,removed,DAKT,"Daktronics, Inc.",ONL was spun off from Realty Income and moved down to replace DAKT which was no longer representative of the small-cap market space. [ 172 ]
2021-11-16,added,ONL,Orion Office REIT,ONL was spun off from Realty Income and moved down to replace DAKT which was no longer representative of the small-cap market space. [ 172 ]
2021-11-24,removed,ECHO,Echo Global Logistics,THRY replaced ECHO after it was acquired by The Jordan Company. [ 171 ]
2021-11-24,added,THRY,Thryv,THRY replaced ECHO after it was acquired by The Jordan Company. [ 171 ]
2021-11-25,removed,BCEI,,"derived from wiki revision diff (rev 1057095763 @ 2021-11-25, prev 2021-10-27)"
2021-11-25,added,CIVI,,"derived from wiki revision diff (rev 1057095763 @ 2021-11-25, prev 2021-10-27)"
2021-11-30,removed,UFS,Domtar Corp.,UFS was acquired by Paper Excellence. EBS was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 170 ]
2021-11-30,added,EBS,Emergent BioSolutions,UFS was acquired by Paper Excellence. EBS was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 170 ]
2021-12-02,removed,DSPG,DSP Group,"CARS replaced DSPG after it was acquired by Synaptics, Inc. [ 169 ]"
2021-12-02,removed,MDP,Meredith Corporation,MDP was acquired in a two-step transaction by Gray Television and Dotdash . KAR was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 169 ]
2021-12-02,removed,RAVN,Raven Industries,NVEE replaced RAVN after it was acquired by CNH Industrial . [ 169 ]
2021-12-02,added,CARS,Cars.com,"CARS replaced DSPG after it was acquired by Synaptics, Inc. [ 169 ]"
2021-12-02,added,KAR,KAR Auction Services,MDP was acquired in a two-step transaction by Gray Television and Dotdash . KAR was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 169 ]
2021-12-02,added,NVEE,NV5 Global,NVEE replaced RAVN after it was acquired by CNH Industrial . [ 169 ]
2021-12-20,removed,M,"Macy's, Inc.",TR moved down from the S&P 400 and swapped places with M which moved up. [ 168 ]
2021-12-20,removed,POWI,Power Integrations,NKTR moved down from the S&P 400 and swapped places with POWI which moved up. [ 168 ]
2021-12-20,removed,VICR,Vicor Corporation,TDS moved down from the S&P 400 and swapped places with VICR which moved up. [ 168 ]
2021-12-20,added,NKTR,Nektar Therapeutics,NKTR moved down from the S&P 400 and swapped places with POWI which moved up. [ 168 ]
2021-12-20,added,TDS,Telephone and Data Systems,TDS moved down from the S&P 400 and swapped places with VICR which moved up. [ 168 ]
2021-12-20,added,TR,Tootsie Roll Industries,TR moved down from the S&P 400 and swapped places with M which moved up. [ 168 ]
2021-12-22,removed,CLI,,"derived from wiki revision diff (rev 1061579576 @ 2021-12-22, prev 2021-11-25)"
2021-12-22,added,VRE,,"derived from wiki revision diff (rev 1061579576 @ 2021-12-22, prev 2021-11-25)"
2021-12-30,removed,MTRX,Matrix Service Company,"DOUG was spun off from S&P 600 constituent Vector Group and replaced MTRX which was no longer representative of the small-cap market space. Post spin-off, Vector Group remained in the S&P 600. [ 167 ]"
2021-12-30,added,DOUG,Douglas Elliman,"DOUG was spun off from S&P 600 constituent Vector Group and replaced MTRX which was no longer representative of the small-cap market space. Post spin-off, Vector Group remained in the S&P 600. [ 167 ]"
2022-01-05,removed,MGLN,Magellan Health,ITOS replaced MGLN after it was acquired by S&P 500 constituent Centene Corporation . [ 166 ]
2022-01-05,added,ITOS,iTeos Therapeutics,ITOS replaced MGLN after it was acquired by S&P 500 constituent Centene Corporation . [ 166 ]
2022-01-25,removed,CRY,,"derived from wiki revision diff (rev 1067905484 @ 2022-01-25, prev 2021-12-22)"
2022-01-25,added,AORT,,"derived from wiki revision diff (rev 1067905484 @ 2022-01-25, prev 2021-12-22)"
2022-02-01,removed,GWB,"Great Western Bancorp, Inc.",GWB was acquired by First Interstate BancSystem . CMP was moved from the S&P 400 to replace it as it was more representative of the small-cap market space. [ 165 ]
2022-02-01,removed,WTS,Watts Water Technologies,TWNK replaced WTS which replaced Sterling Bancorp in the S&P 400 after it was acquired by Webster Bank . [ 165 ]
2022-02-01,added,CMP,Compass Minerals,GWB was acquired by First Interstate BancSystem . CMP was moved from the S&P 400 to replace it as it was more representative of the small-cap market space. [ 165 ]
2022-02-01,added,TWNK,Hostess Brands,TWNK replaced WTS which replaced Sterling Bancorp in the S&P 400 after it was acquired by Webster Bank . [ 165 ]
2022-02-03,removed,SPPI,Spectrum Pharmaceuticals,JACK was moved from the S&P 400 to replace SPPI which was no longer representative of the small-cap market space. [ 165 ]
2022-02-03,added,JACK,Jack in the Box,JACK was moved from the S&P 400 to replace SPPI which was no longer representative of the small-cap market space. [ 165 ]
2022-02-15,removed,PDCE,"PDC Energy, Inc.",XPEL replaced PDCE which replaced Nordson Corporation in the S&P 400 after it was moved to the S&P 500. [ 164 ]
2022-02-15,added,XPEL,"XPEL, Inc.",XPEL replaced PDCE which replaced Nordson Corporation in the S&P 400 after it was moved to the S&P 500. [ 164 ]
2022-02-18,removed,FMBI,First Midwest Bancorp,CRSR replaced FMBI after it was acquired by Old National Bancorp . [ 163 ]
2022-02-18,removed,ONB,Old National Bancorp,"UE moved down from the S&P 400 and swapped places with ONB which moved up. ONB acquired First Midwest Bancorp and post-merger, ONB was more representative of the mid-cap market space. UE is more representative of the small-cap market space. [ 163 ]"
2022-02-18,removed,PVAC,,"derived from wiki revision diff (rev 1072585161 @ 2022-02-18, prev 2022-01-25)"
2022-02-18,added,CRSR,Corsair Gaming,CRSR replaced FMBI after it was acquired by Old National Bancorp . [ 163 ]
2022-02-18,added,ROCC,,"derived from wiki revision diff (rev 1072585161 @ 2022-02-18, prev 2022-01-25)"
2022-02-18,added,UE,Urban Edge Properties,"UE moved down from the S&P 400 and swapped places with ONB which moved up. ONB acquired First Midwest Bancorp and post-merger, ONB was more representative of the mid-cap market space. UE is more representative of the small-cap market space. [ 163 ]"
2022-03-02,removed,RRC,Range Resources,GDEN replaced RRC which replaced Molina Healthcare in the S&P 400 after it was moved to the S&P 500. [ 161 ]
2022-03-02,removed,TRHC,Tabula Rasa HealthCare,ZIMV was spun off from S&P 500 constituent Zimmer Biomet and replaced TRHC which was no longer representative of the small-cap market space. [ 162 ]
2022-03-02,added,GDEN,Golden Entertainment,GDEN replaced RRC which replaced Molina Healthcare in the S&P 400 after it was moved to the S&P 500. [ 161 ]
2022-03-02,added,ZIMV,ZimVie,ZIMV was spun off from S&P 500 constituent Zimmer Biomet and replaced TRHC which was no longer representative of the small-cap market space. [ 162 ]
2022-03-14,removed,CPS,"Cooper-Standard Holdings, Inc.",CRNC was moved from the S&P 400 to replace CPS which was no longer representative of the small-cap market space. [ 160 ]
2022-03-14,added,CRNC,Cerence,CRNC was moved from the S&P 400 to replace CPS which was no longer representative of the small-cap market space. [ 160 ]
2022-03-16,removed,KRA,Kraton,"ASO replaced KRA after it was acquired by DL Chemical Co., Ltd. [ 159 ]"
2022-03-16,added,ASO,Academy Sports + Outdoors,"ASO replaced KRA after it was acquired by DL Chemical Co., Ltd. [ 159 ]"
2022-03-30,removed,GTLS,"Chart Industries, Inc.",SONO replaced GTLS which replaced CyrusOne in the S&P 400 after it was acquired by Kohlberg Kravis Roberts and Global Infrastructure Partners . [ 158 ]
2022-03-30,added,SONO,Sonos,SONO replaced GTLS which replaced CyrusOne in the S&P 400 after it was acquired by Kohlberg Kravis Roberts and Global Infrastructure Partners . [ 158 ]
2022-04-04,removed,BNED,"Barnes & Noble Education, Inc.","EMBC was spun off from S&P 500 constituent Becton, Dickinson and Company and replaced BNED which was no longer representative of the small-cap market space. [ 158 ]"
2022-04-04,removed,MTDR,Matador Resources,VIR replaced MTDR which replaced Camden Property Trust in the S&P 400 after it was moved to the S&P 500 . [ 157 ]
2022-04-04,added,EMBC,Embecta Corp.,"EMBC was spun off from S&P 500 constituent Becton, Dickinson and Company and replaced BNED which was no longer representative of the small-cap market space. [ 158 ]"
2022-04-04,added,VIR,Vir Biotechnology,VIR replaced MTDR which replaced Camden Property Trust in the S&P 400 after it was moved to the S&P 500 . [ 157 ]
2022-04-06,removed,FRGI,Fiesta Restaurant Group,PRG was moved from the S&P 400 to replace FRGI which was no longer representative of the small-cap market space. [ 156 ]
2022-04-06,added,PRG,PROG Holdings,PRG was moved from the S&P 400 to replace FRGI which was no longer representative of the small-cap market space. [ 156 ]
2022-04-07,removed,ISBC,"Investors Bancorp, Inc.",RCUS replaced ISBC after it was acquired by Citizens Financial Group . [ 155 ]
2022-04-07,added,RCUS,Arcus Biosciences,RCUS replaced ISBC after it was acquired by Citizens Financial Group . [ 155 ]
2022-04-08,removed,FLOW,"SPX FLOW, Inc.",GOGO replaced FLOW after it was acquired by Lone Star Funds . [ 154 ]
2022-04-08,added,GOGO,"Gogo, Inc.",GOGO replaced FLOW after it was acquired by Lone Star Funds . [ 154 ]
2022-04-26,removed,FOE,Ferro Corporation,"ATEN replaced FOE after it was acquired by Prince International Corp., a portfolio company of American Securities LLC . [ 153 ]"
2022-04-26,added,ATEN,A10 Networks,"ATEN replaced FOE after it was acquired by Prince International Corp., a portfolio company of American Securities LLC . [ 153 ]"
2022-05-03,removed,ECOL,US Ecology,ECOL was acquired by Republic Services . TPH was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 152 ]
2022-05-03,added,TPH,Tri Pointe Homes,ECOL was acquired by Republic Services . TPH was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 152 ]
2022-05-17,removed,EPAY,Bottomline Technologies,DVAX replaced EPAY after it was acquired by Thoma Bravo . [ 151 ]
2022-05-17,added,DVAX,Dynavax Technologies,DVAX replaced EPAY after it was acquired by Thoma Bravo . [ 151 ]
2022-05-19,removed,IRT,Independence Realty Trust,"AOSL replaced IRT which replaced Mimecast in the S&P 400 after it was acquired by Permira Holdings, Inc . [ 151 ]"
2022-05-19,added,AOSL,Alpha and Omega Semiconductor,"AOSL replaced IRT which replaced Mimecast in the S&P 400 after it was acquired by Permira Holdings, Inc . [ 151 ]"
2022-06-16,removed,REGI,Renewable Energy Group,EYE replaced REGI after it was acquired by Chevron Corporation . [ 150 ]
2022-06-16,added,EYE,National Vision Holdings,EYE replaced REGI after it was acquired by Chevron Corporation . [ 150 ]
2022-06-21,removed,ENDP,Endo International,TRN was moved from the S&P 400 as it was more representative of the small cap market space. ENDP was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 149 ]
2022-06-21,removed,GHL,Greenhill & Co.,IRWD replaced GHL which was no longer representative of the small-cap market space. [ 149 ]
2022-06-21,removed,RRGB,Red Robin,YELP was moved from the S&P 400 as it was more representative of the small cap market space. RRGB was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 149 ]
2022-06-21,removed,TCMD,Tactile Systems Technology,URBN was moved from the S&P 400 as it was more representative of the small cap market space. TCMD was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 149 ]
2022-06-21,removed,VRA,Vera Bradley,RAMP was moved from the S&P 400 as it was more representative of the small cap market space. VRA was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 149 ]
2022-06-21,added,IRWD,Ironwood Pharmaceuticals,IRWD replaced GHL which was no longer representative of the small-cap market space. [ 149 ]
2022-06-21,added,RAMP,LiveRamp,RAMP was moved from the S&P 400 as it was more representative of the small cap market space. VRA was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 149 ]
2022-06-21,added,TRN,Trinity Industries,TRN was moved from the S&P 400 as it was more representative of the small cap market space. ENDP was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 149 ]
2022-06-21,added,URBN,Urban Outfitters,URBN was moved from the S&P 400 as it was more representative of the small cap market space. TCMD was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 149 ]
2022-06-21,added,YELP,Yelp,YELP was moved from the S&P 400 as it was more representative of the small cap market space. RRGB was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 149 ]
2022-06-29,removed,TVTY,Tivity Health,TVTY was acquired by Stone Point Capital LLC. APPS was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 148 ]
2022-06-29,added,APPS,Digital Turbine,TVTY was acquired by Stone Point Capital LLC. APPS was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 148 ]
2022-07-05,removed,LYLT,Loyalty Ventures,EHAB was spun off from S&P 400 constituent Encompass Health and replaced LYLT which was no longer representative of the small-cap market space. [ 147 ]
2022-07-05,removed,NP,"Neenah, Inc.","SNCY replaced NP after it was acquired by Schweitzer- Mauduit International, Inc. [ 147 ]"
2022-07-05,removed,OMCL,Omnicell,"LRN replaced OMCL which replaced Coherent, Inc. in the S&P 400 after it was acquired by II-VI Incorporated . [ 147 ]"
2022-07-05,added,EHAB,"Enhabit, Inc.",EHAB was spun off from S&P 400 constituent Encompass Health and replaced LYLT which was no longer representative of the small-cap market space. [ 147 ]
2022-07-05,added,LRN,"Stride, Inc.","LRN replaced OMCL which replaced Coherent, Inc. in the S&P 400 after it was acquired by II-VI Incorporated . [ 147 ]"
2022-07-05,added,SNCY,Sun Country Airlines,"SNCY replaced NP after it was acquired by Schweitzer- Mauduit International, Inc. [ 147 ]"
2022-07-06,removed,SWN,Southwestern Energy,FTDR replaced SWN which replaced CDK Global in the S&P 400 after it was acquired by Brookfield Business Partners . [ 147 ]
2022-07-06,added,FTDR,"Frontdoor, Inc.",FTDR replaced SWN which replaced CDK Global in the S&P 400 after it was acquired by Brookfield Business Partners . [ 147 ]
2022-07-20,removed,COKE,Coca-Cola Bottling Co. Consolidated,GRBK replaced COKE which replaced PS Business Parks in the S&P 400 after it was acquired by Blackstone Inc. [ 146 ]
2022-07-20,added,GRBK,Green Brick Partners,GRBK replaced COKE which replaced PS Business Parks in the S&P 400 after it was acquired by Blackstone Inc. [ 146 ]
2022-07-21,removed,VG,Vonage,SHO replaced VG after it was acquired by Ericsson . [ 145 ]
2022-07-21,added,SHO,Sunstone Hotel Investors,SHO replaced VG after it was acquired by Ericsson . [ 145 ]
2022-07-26,removed,NTUS,Natus Medical,NTUS was acquired by Archimed. SIX was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 144 ]
2022-07-26,added,SIX,Six Flags,NTUS was acquired by Archimed. SIX was moved from the S&P 400 to replace it as it was more representative of the small cap market space. [ 144 ]
2022-07-27,removed,RLGY,,"derived from wiki revision diff (rev 1100775650 @ 2022-07-27, prev 2022-06-22)"
2022-07-27,added,HOUS,,"derived from wiki revision diff (rev 1100775650 @ 2022-07-27, prev 2022-06-22)"
2022-08-04,removed,MTOR,Meritor,AHCO replaced MTOR after it was acquired by Cummins . [ 143 ]
2022-08-04,added,AHCO,AdaptHealth,AHCO replaced MTOR after it was acquired by Cummins . [ 143 ]
2022-08-10,removed,CELH,Celsius Holdings,CLFD replaced CELH which replaced American Campus Communities in the S&P 400 after it was acquired by Blackstone Inc. [ 142 ]
2022-08-10,added,CLFD,Clearfield,CLFD replaced CELH which replaced American Campus Communities in the S&P 400 after it was acquired by Blackstone Inc. [ 142 ]
2022-09-01,removed,POLY,Plantronics,AVID replaced POLY after it was acquired by HP Inc. [ 141 ]
2022-09-01,added,AVID,Avid Technology,AVID replaced POLY after it was acquired by HP Inc. [ 141 ]
2022-09-15,removed,MANT,ManTech International,CPRX replaced MANT after it was acquired by The Carlyle Group . [ 140 ]
2022-09-15,added,CPRX,Catalyst Pharmaceuticals,CPRX replaced MANT after it was acquired by The Carlyle Group . [ 140 ]
2022-09-19,removed,APEI,American Public Education,HPP was moved from the S&P 400 as it was more representative of the small cap market space. APEI was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 139 ]
2022-09-19,removed,CAMP,CalAmp,AEO was moved from the S&P 400 as it was more representative of the small cap market space. CAMP was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 139 ]
2022-09-19,removed,EHTH,eHealth,MCY was moved from the S&P 400 as it was more representative of the small cap market space. EHTH was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 139 ]
2022-09-19,removed,FOSL,Fossil Group,OUT was moved from the S&P 400 as it was more representative of the small cap market space. FOSL was removed from the S&P 600 as it was no longer representative of the small-cap market space. [ 139 ]
