date,action,ticker,name,reason
2013-10-30,added,CLC,,"derived from wiki revision diff (rev 579407482 @ 2013-10-30, prev 2013-07-25)"
2013-10-30,added,CNK,,"derived from wiki revision diff (rev 579407482 @ 2013-10-30, prev 2013-07-25)"
2013-10-30,added,COO,,"derived from wiki revision diff (rev 579407482 @ 2013-10-30, prev 2013-07-25)"
2013-10-30,added,CPWR,,"derived from wiki revision diff (rev 579407482 @ 2013-10-30, prev 2013-07-25)"
2013-10-30,added,CRR,,"derived from wiki revision diff (rev 579407482 @ 2013-10-30, prev 2013-07-25)"
2013-10-30,added,CVLT,,"derived from wiki revision diff (rev 579407482 @ 2013-10-30, prev 2013-07-25)"
2013-10-30,added,CY,,"derived from wiki revision diff (rev 579407482 @ 2013-10-30, prev 2013-07-25)"
2013-10-30,added,DRC,,"derived from wiki revision diff (rev 579407482 @ 2013-10-30, prev 2013-07-25)"
2013-10-30,added,ESL,,"derived from wiki revision diff (rev 579407482 @ 2013-10-30, prev 2013-07-25)"
2013-10-30,added,HSNI,,"derived from wiki revision diff (rev 579407482 @ 2013-10-30, prev 2013-07-25)"
2013-10-30,added,ITT,,"derived from wiki revision diff (rev 579407482 @ 2013-10-30, prev 2013-07-25)"
2013-10-30,added,JNS,,"derived from wiki revision diff (rev 579407482 @ 2013-10-30, prev 2013-07-25)"
2013-10-30,added,KMPR,,"derived from wiki revision diff (rev 579407482 @ 2013-10-30, prev 2013-07-25)"
2013-10-30,added,PB,,"derived from wiki revision diff (rev 579407482 @ 2013-10-30, prev 2013-07-25)"
2013-10-30,added,Y,,"derived from wiki revision diff (rev 579407482 @ 2013-10-30, prev 2013-07-25)"
2013-11-04,removed,SKS,Saks,Acquisition. [ 373 ]
2013-11-04,added,AOS,A.O. Smith,Acquisition. [ 373 ]
2013-11-20,removed,BLUD,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,BYD,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,CMG,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,DLTR,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,DPL,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,DRIV,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,DYN,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,EK,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,EW,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,EXH,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,FOSL,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,FTO,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,HHS,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,LZ,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,NHP,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,NYB,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,PACW,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,PPDI,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,PRGO,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,PVH,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,RDK,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,RYL,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,SRX,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,TBL,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,TIN,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,TRH,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,WFSL,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,WGOV,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,removed,WRC,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,FBHS,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,HBHC,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,HFC,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,HII,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,HME,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,HMSY,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,HTSI,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,IDCC,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,INGR,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,INT,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,JWA,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,LKQ,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,MATX,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,MDP,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,MWW,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,NNN,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,NYCB,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,OIS,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,PAY,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,RGLD,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,ROSE,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,SBNY,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,SIG,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,SUNE,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,TGI,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,UFS,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,UTIW,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,VCI,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,WAFD,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,WWD,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-11-20,added,XLS,,"derived from wiki revision diff (rev 582546939 @ 2013-11-20, prev 2013-10-30)"
2013-12-20,removed,ACI,Arch Coal,Market capitalization changes. [ 371 ]
2013-12-20,removed,ADS,Alliance Data Systems,Market capitalization changes. [ 369 ]
2013-12-20,removed,MHK,Mohawk Industries,Market capitalization changes. [ 370 ]
2013-12-20,removed,RGS,Regis,Market capitalization changes. [ 372 ]
2013-12-20,removed,SCHL,Scholastic,Market capitalization changes. [ 368 ]
2013-12-20,added,ANF,Abercrombie & Fitch,Market capitalization changes. [ 369 ]
2013-12-20,added,BC,Brunswick,Market capitalization changes. [ 372 ]
2013-12-20,added,JDSU,JDS Uniphase,Market capitalization changes. [ 370 ]
2013-12-20,added,ODFL,Old Dominion Freight Line,Market capitalization changes. [ 371 ]
2013-12-20,added,TER,Teradyne,Market capitalization changes. [ 368 ]
2013-12-23,removed,NVE,NV Energy,Acquisition. [ 367 ]
2013-12-23,added,HAIN,The Hain Celestial Group,Acquisition. [ 367 ]
2014-01-02,removed,LPS,Lender Processing Services,Acquisition. [ 366 ]
2014-01-02,added,RNR,RenaissanceRe,Acquisition. [ 366 ]
2014-01-23,removed,TSCO,Tractor Supply,Market capitalization changes. [ 365 ]
2014-01-23,added,ALGN,Align Technology,Market capitalization changes. [ 365 ]
2014-01-28,removed,HMA,Health Management Associates,Acquisition. [ 364 ]
2014-01-28,removed,HTSI,Harris Teeter,Acquisition. [ 363 ]
2014-01-28,added,FTNT,Fortinet,Acquisition. [ 363 ]
2014-01-28,added,SIRO,Sirona Dental Systems,Acquisition. [ 364 ]
2014-01-31,removed,VCI,Valassis Communications,Corporate spin-off . [ 362 ]
2014-01-31,added,OGS,ONE Gas,Corporate spin-off . [ 362 ]
2014-02-28,removed,AINV,Apollo Investment,Corporate spin-off . [ 361 ]
2014-02-28,removed,PMTC,,"derived from wiki revision diff (rev 597534985 @ 2014-02-28, prev 2014-01-09)"
2014-02-28,added,KN,Knowles Corporation,Corporate spin-off . [ 361 ]
2014-02-28,added,PTC,,"derived from wiki revision diff (rev 597534985 @ 2014-02-28, prev 2014-01-09)"
2014-03-21,removed,GMCR,Keurig Green Mountain,Market capitalization changes. [ 359 ]
2014-03-21,removed,MATX,Matson,Market capitalization changes. [ 360 ]
2014-03-21,added,KATE,Kate Spade & Company,Market capitalization changes. [ 360 ]
2014-03-21,added,WPX,WPX Energy,Market capitalization changes. [ 359 ]
2014-04-01,removed,BRE,BRE Properties,Acquisition. [ 358 ]
2014-04-01,removed,ESS,Essex Property Trust,Acquisition. [ 357 ]
2014-04-01,added,CLF,Cleveland-Cliffs,Acquisition. [ 357 ]
2014-04-01,added,FEIC,FEI Company,Acquisition. [ 358 ]
2014-04-17,removed,SGMS,Scientific Games,Acquisition. [ 356 ]
2014-04-17,added,UMPQ,Umpqua Holdings,Acquisition. [ 356 ]
2014-04-30,removed,ANR,Alpha Natural Resources,Corporate spin-off . [ 354 ]
2014-04-30,added,POL,PolyOne,Corporate spin-off . [ 355 ]
2014-04-30,added,SLM,SLM,Corporate spin-off . [ 354 ]
2014-05-28,removed,UTIW,UTi Worldwide,Corporate spin-off . [ 353 ]
2014-05-28,added,WPG,Washington Prime Group,Corporate spin-off . [ 353 ]
2014-05-30,removed,BGC,General Cable,Corporate spin-off . [ 351 ]
2014-05-30,removed,MATW,Matthews International,Corporate spin-off . [ 352 ]
2014-05-30,added,CVEO,Civeo,Corporate spin-off . [ 352 ]
2014-05-30,added,DNOW,NOW,Corporate spin-off . [ 351 ]
2014-06-06,removed,BOBE,Bob Evans Farms,Corporate spin-off . [ 350 ]
2014-06-06,added,TIME,Time Inc.,Corporate spin-off . [ 350 ]
2014-06-20,removed,BCO,The Brink's Company,Market capitalization changes. [ 349 ]
2014-06-20,removed,MASI,Masimo,Market capitalization changes. [ 348 ]
2014-06-20,removed,XEC,Cimarex Energy,Market capitalization changes. [ 347 ]
2014-06-20,added,ARRS,ARRIS Group,Market capitalization changes. [ 349 ]
2014-06-20,added,IGT,International Game Technology,Market capitalization changes. [ 347 ]
2014-06-20,added,LYV,Live Nation Entertainment,Market capitalization changes. [ 348 ]
2014-06-27,removed,IPI,Intrepid Potash,Acquisition. [ 346 ]
2014-06-27,added,RYAM,Rayonier Advanced Materials,Acquisition. [ 346 ]
2014-06-30,removed,AMG,Affiliated Managers Group,Corporate spin-off . [ 343 ]
2014-06-30,removed,FNF,Fidelity National Financial,Corporate spin-off . [ 345 ]
2014-06-30,removed,GHL,Greenhill & Co.,Corporate spin-off . [ 344 ]
2014-06-30,added,BDC,Belden,Corporate spin-off . [ 345 ]
2014-06-30,added,LHO,LaSalle Hotel Properties,Corporate spin-off . [ 343 ]
2014-06-30,added,TMST,Timken Company,Corporate spin-off . [ 344 ]
2014-07-01,removed,MLM,Martin Marietta Materials,Market capitalization changes. [ 342 ]
2014-07-01,added,X,United States Steel,Market capitalization changes. [ 342 ]
2014-08-14,removed,HSH,Hillshire Brands,Acquisition. [ 341 ]
2014-08-14,added,ULTI,Ultimate Software Group,Acquisition. [ 341 ]
2014-08-18,removed,MNK,Mallinckrodt,Market capitalization changes. [ 340 ]
2014-08-18,added,RDC,Rowan,Market capitalization changes. [ 340 ]
2014-09-03,removed,MCRS,MICROS Systems,Market capitalization changes. [ 339 ]
2014-09-03,added,CNC,Centene,Market capitalization changes. [ 339 ]
2014-09-19,removed,UHS,Universal Health Services,Market capitalization changes. [ 337 ]
2014-09-19,removed,URI,United Rentals,Market capitalization changes. [ 336 ]
2014-09-19,removed,WABC,Westamerica Bancorporation,Market capitalization changes. [ 338 ]
2014-09-19,added,BTU,Peabody Energy,Market capitalization changes. [ 337 ]
2014-09-19,added,CGNX,Cognex,Market capitalization changes. [ 338 ]
2014-09-19,added,GHC,Graham Holdings,Market capitalization changes. [ 336 ]
2014-09-30,removed,BBG,Bill Barrett Corporation,Bill Barrett's market capitalization is below $1.2 billion. [ 335 ]
2014-09-30,added,CDK,CDK Global Inc.,Bill Barrett's market capitalization is below $1.2 billion. [ 335 ]
2014-10-17,removed,URS,URS,Market capitalization changes. [ 334 ]
2014-10-17,added,SKT,Tanger Factory Outlet Centers,Market capitalization changes. [ 334 ]
2014-10-31,removed,ADTN,ADTRAN,Corporate spin-off . [ 333 ]
2014-10-31,removed,UVV,Universal,Corporate spin-off . [ 332 ]
2014-10-31,added,HYH,Halyard Health,Corporate spin-off . [ 333 ]
2014-10-31,added,KEYS,Keysight Technologies,Corporate spin-off . [ 332 ]
2014-11-04,removed,TWTC,TW Telecom,Acquisition. [ 331 ]
2014-11-04,added,JBL,Jabil Circuit,Acquisition. [ 331 ]
2014-11-24,removed,BYI,Bally Technologies,Acquisition. [ 330 ]
2014-11-24,added,WNR,Western Refining,Acquisition. [ 330 ]
2014-11-28,removed,RYAM,Rayonier Advanced Materials,Acquisition. [ 329 ]
2014-11-28,added,CRC,California Resources Corporation,Acquisition. [ 329 ]
2014-12-04,removed,CNQR,Concur Technologies,Acquisition. [ 327 ]
2014-12-04,removed,TIBX,TIBCO Software,Acquisition. [ 328 ]
2014-12-04,added,BMS,Bemis,Acquisition. [ 327 ]
2014-12-04,added,TYL,Tyler Technologies,Acquisition. [ 328 ]
2014-12-08,removed,CPWR,Compuware,Acquisition. [ 326 ]
2014-12-08,added,IPGP,IPG Photonics,Acquisition. [ 326 ]
2014-12-09,added,THS,TreeHouse Foods,Acquisition. [ 325 ]
2014-12-16,removed,CVEO,Civeo,Corporate spin-off . [ 324 ]
2014-12-16,added,KLXI,KLX,Corporate spin-off . [ 324 ]
2015-04-07,removed,IGT,International Game Technology,manual override: Acquired by GTECH plc (closed 2015-04-07); the successor IGT plc is UK-domiciled and not eligible for S&P US indices.
2015-04-07,removed,SLXP,Salix Pharmaceuticals,Salix Pharmaceuticals was acquired by Valeant Pharmaceuticals. [ 323 ]
2015-04-07,added,CNO,CNO Financial Group,Salix Pharmaceuticals was acquired by Valeant Pharmaceuticals. [ 323 ]
2015-04-24,removed,CLF,Cliffs Natural Resources,Windstream Holdings completed the corporate spin-off of Communications Sales & Leasing; Cliffs Natural Resources removed due to market cap adjustments [ 322 ]
2015-04-24,added,CSAL,Communications Sales & Leasing,Windstream Holdings completed the corporate spin-off of Communications Sales & Leasing; Cliffs Natural Resources removed due to market cap adjustments [ 322 ]
2015-04-27,removed,RVBD,Riverbed Technology Inc,Riverbed Technology was acquired by group led by Thoma Bravo LLC. [ 321 ]
2015-04-27,added,DNKN,Dunkin' Brands,Riverbed Technology was acquired by group led by Thoma Bravo LLC. [ 321 ]
2015-05-21,removed,ACM,,"derived from wiki revision diff (rev 663446281 @ 2015-05-21, prev 2015-04-13)"
2015-05-21,removed,AF,,"derived from wiki revision diff (rev 663446281 @ 2015-05-21, prev 2015-04-13)"
2015-05-21,removed,ARO,,"derived from wiki revision diff (rev 663446281 @ 2015-05-21, prev 2015-04-13)"
2015-05-21,removed,ASBC,,"derived from wiki revision diff (rev 663446281 @ 2015-05-21, prev 2015-04-13)"
2015-05-21,removed,ATK,,"derived from wiki revision diff (rev 663446281 @ 2015-05-21, prev 2015-04-13)"
2015-05-21,removed,CBST,,"derived from wiki revision diff (rev 663446281 @ 2015-05-21, prev 2015-04-13)"
2015-05-21,removed,CRR,,"derived from wiki revision diff (rev 663446281 @ 2015-05-21, prev 2015-04-13)"
2015-05-21,removed,CVD,,"derived from wiki revision diff (rev 663446281 @ 2015-05-21, prev 2015-04-13)"
2015-05-21,removed,ENDP,,"derived from wiki revision diff (rev 663446281 @ 2015-05-21, prev 2015-04-13)"
